"Name","Location","Type","Namespace","Source","Reference Count","Offcut Ref Count"
"PDENT3_OBJ_E4","0001f0ec","Function","Global","User Defined","0","0"
"PadStartCom","0001f108","Function","Global","Imported","0","0"
"FUN_0001f12c","0001f12c","Function","Global","Default","1","0"
"PadStopCom","0001f1d4","Function","Global","Imported","0","0"
"PadInitDirect","0001f218","Function","Global","Imported","0","0"
"PDDIRINI_OBJ_4C","0001f264","Instruction Label","Global","Imported","1","0"
"PDDIRINI_OBJ_6C","0001f284","Instruction Label","Global","Imported","1","0"
"_padInitDirPort","0001f2c8","Function","Global","Imported","0","0"
"PDDIRRES_OBJ_F0","0001f3b8","Function","Global","User Defined","0","0"
"PDDIRRES_OBJ_140","0001f408","Instruction Label","Global","Imported","1","0"
"PDDIRRES_OBJ_150","0001f418","Instruction Label","Global","Imported","1","0"
"PDDIRRES_OBJ_158","0001f420","Function","Global","Imported","0","0"
"PDDIRRES_OBJ_188","0001f450","Instruction Label","Global","Imported","1","0"
"PDDIRRES_OBJ_1BC","0001f484","Instruction Label","Global","Imported","1","0"
"PDDIRRES_OBJ_1CC","0001f494","Function","Global","Imported","2","0"
"PDDIRRES_OBJ_224","0001f4ec","Instruction Label","Global","Imported","1","0"
"PDDIRRES_OBJ_228","0001f4f0","Function","Global","User Defined","0","0"
"PDDIRRES_OBJ_24C","0001f514","Function","Global","User Defined","0","0"
"PDDIRRES_OBJ_25C","0001f524","Function","Global","User Defined","0","0"
"PDDIRRES_OBJ_284","0001f54c","Instruction Label","Global","Imported","1","0"
"PDDIRRES_OBJ_2A0","0001f568","Instruction Label","Global","Imported","1","0"
"PDDIRRES_OBJ_2C0","0001f588","Function","Global","User Defined","0","0"
"thunk_FUN_0002edd8","0001f58c","Thunk Function","Global","Default","2","0"
"PDDIRRES_OBJ_2CC","0001f594","Instruction Label","Global","Imported","1","0"
"PDDIRRES_OBJ_2EC","0001f5b4","Function","Global","User Defined","0","0"
"FUN_0001f5bc","0001f5bc","Function","Global","Default","2","0"
"PDDIRRES_OBJ_310","0001f5d8","Function","Global","User Defined","4","0"
"PDDIRRES_OBJ_318","0001f5e0","Function","Global","Imported","0","0"
"FUN_0001f614","0001f614","Function","Global","Default","1","0"
"FUN_0001f624","0001f624","Function","Global","Default","2","0"
"PDDIRRES_OBJ_36C","0001f634","Instruction Label","Global","Imported","1","0"
"PDDIRRES_OBJ_384","0001f64c","Instruction Label","Global","Imported","1","0"
"PDDIRRES_OBJ_3A4","0001f66c","Instruction Label","Global","Imported","1","0"
"PDDIRRES_OBJ_3B4","0001f67c","Instruction Label","Global","Imported","1","0"
"FUN_0001f680","0001f680","Function","Global","Default","2","0"
"PDDIRRES_OBJ_3D8","0001f6a0","Instruction Label","Global","Imported","1","0"
"PDDIRRES_OBJ_3EC","0001f6b4","Instruction Label","Global","Imported","1","0"
"PDDIRRES_OBJ_42C","0001f6f4","Instruction Label","Global","Imported","1","0"
"PDDIRRES_OBJ_434","0001f6fc","Instruction Label","Global","Imported","1","0"
"PDDIRRES_OBJ_438","0001f700","Instruction Label","Global","Imported","0","0"
"PDDIRRES_OBJ_450","0001f718","Instruction Label","Global","Imported","1","0"
"PDDIRRES_OBJ_464","0001f72c","Instruction Label","Global","Imported","1","0"
"FUN_0001f738","0001f738","Function","Global","Default","1","0"
"PDDIRRES_OBJ_474","0001f73c","Instruction Label","Global","Imported","3","0"
"PDDIRRES_OBJ_490","0001f758","Instruction Label","Global","Imported","2","0"
"PDDIRRES_OBJ_4B0","0001f778","Instruction Label","Global","Imported","1","0"
"FUN_0001f7f4","0001f7f4","Function","Global","Default","2","0"
"PDDIRRES_OBJ_544","0001f80c","Instruction Label","Global","Imported","3","0"
"FUN_0001f820","0001f820","Function","Global","Default","1","0"
"PDDIRRES_OBJ_55C","0001f824","Instruction Label","Global","Imported","1","0"
"PDDIRRES_OBJ_574","0001f83c","Instruction Label","Global","Imported","1","0"
"PDDIRRES_OBJ_584","0001f84c","Function","Global","User Defined","5","0"
"PDDIRRES_OBJ_594","0001f85c","Function","Global","User Defined","0","0"
"PDDIRRES_OBJ_5AC","0001f874","Instruction Label","Global","Imported","1","0"
"PDDIRRES_OBJ_5B4","0001f87c","Function","Global","Imported","0","0"
"FUN_0001f8ac","0001f8ac","Function","Global","Default","2","0"
"PDDIRRES_OBJ_620","0001f8e8","Instruction Label","Global","Imported","2","0"
"FUN_0001f8f0","0001f8f0","Function","Global","Default","2","0"
"PDDIRRES_OBJ_648","0001f910","Instruction Label","Global","Imported","1","0"
"PDDIRRES_OBJ_660","0001f928","Instruction Label","Global","Imported","1","0"
"PDDIRRES_OBJ_674","0001f93c","Instruction Label","Global","Imported","2","0"
"PDDIRRES_OBJ_678","0001f940","Instruction Label","Global","Imported","1","0"
"PDDIRRES_OBJ_688","0001f950","Function","Global","User Defined","0","0"
"PDDIRRES_OBJ_6A8","0001f970","Instruction Label","Global","Imported","1","0"
"PDDIRRES_OBJ_6B4","0001f97c","Function","Global","User Defined","2","0"
"PDDIRRES_OBJ_6C4","0001f98c","Function","Global","Imported","0","0"
"thunk_FUN_0002f3e8","0001f9ec","Thunk Function","Global","Default","2","0"
"PDDIRRES_OBJ_72C","0001f9f4","Instruction Label","Global","Imported","1","0"
"PDDIRRES_OBJ_74C","0001fa14","Instruction Label","Global","Imported","1","0"
"PDDIRRES_OBJ_780","0001fa48","Instruction Label","Global","Imported","1","0"
"PDDIRRES_OBJ_7AC","0001fa74","Function","Global","User Defined","1","0"
"FUN_0001fa98","0001fa98","Function","Global","Default","2","0"
"PDDIRRES_OBJ_7E4","0001faac","Instruction Label","Global","Imported","1","0"
"PDDIRRES_OBJ_7F4","0001fabc","Instruction Label","Global","Imported","2","0"
"PDDIRRES_OBJ_804","0001facc","Instruction Label","Global","Imported","1","0"
"PDDIRRES_OBJ_818","0001fae0","Instruction Label","Global","Imported","1","0"
"FUN_0001fb08","0001fb08","Function","Global","Default","3","0"
"PDDIRRES_OBJ_844","0001fb0c","Instruction Label","Global","Imported","1","0"
"PDDIRRES_OBJ_888","0001fb50","Instruction Label","Global","Imported","2","0"
"thunk_FUN_0002f3b0","0001fb6c","Thunk Function","Global","Default","1","0"
"PDDIRRES_OBJ_8B0","0001fb78","Instruction Label","Global","Imported","1","0"
"PDDIRRES_OBJ_8C0","0001fb88","Instruction Label","Global","Imported","1","0"
"PDDIRRES_OBJ_8CC","0001fb94","Instruction Label","Global","Imported","1","0"
"PDDIRRES_OBJ_8D4","0001fb9c","Function","Global","User Defined","0","0"
"PDDIRRES_OBJ_8E0","0001fba8","Instruction Label","Global","Imported","1","0"
"PDDIRRES_OBJ_8E8","0001fbb0","Function","Global","User Defined","0","0"
"PDDIRRES_OBJ_908","0001fbd0","Instruction Label","Global","Imported","1","0"
"PDDIRRES_OBJ_910","0001fbd8","Function","Global","User Defined","0","0"
"PDDIRRES_OBJ_920","0001fbe8","Function","Global","User Defined","2","0"
"FUN_0001fbf4","0001fbf4","Function","Global","Default","5","0"
"_dirFailAuto","0001fbf8","Function","Global","Imported","0","0"
"FUN_0001fc38","0001fc38","Function","Global","Default","3","0"
"PDDIRRES_OBJ_988","0001fc50","Instruction Label","Global","Imported","1","0"
"PDDIRRES_OBJ_99C","0001fc64","Instruction Label","Global","Imported","1","0"
"PDDIRRES_OBJ_9A4","0001fc6c","Instruction Label","Global","Imported","1","0"
"PDDIRRES_OBJ_9C8","0001fc90","Instruction Label","Global","Imported","2","0"
"FUN_0001fcb8","0001fcb8","Function","Global","Default","1","0"
"PDDIRRES_OBJ_A00","0001fcc8","Function","Global","User Defined","1","0"
"PDDIRRES_OBJ_A10","0001fcd8","Function","Global","User Defined","0","0"
"PDDIRRES_OBJ_A30","0001fcf8","Instruction Label","Global","Imported","1","0"
"PDDIRRES_OBJ_A34","0001fcfc","Instruction Label","Global","Imported","1","0"
"_padIsVsync","0001fd08","Function","Global","Imported","0","0"
"FUN_0001fd28","0001fd28","Function","Global","Default","3","0"
"PDRESRES_OBJ_54","0001fd5c","Instruction Label","Global","Imported","1","0"
"PDRESRES_OBJ_58","0001fd60","Instruction Label","Global","Imported","2","0"
"_padIntPad","0001fd70","Function","Global","Imported","0","0"
"FUN_0001fd74","0001fd74","Function","Global","Default","1","0"
"FUN_0001fd8c","0001fd8c","Function","Global","Default","1","0"
"PDRESRES_OBJ_94","0001fd9c","Instruction Label","Global","Imported","1","0"
"FUN_0001fdac","0001fdac","Function","Global","Default","1","0"
"PDRESRES_OBJ_CC","0001fdd4","Instruction Label","Global","Imported","2","0"
"FUN_0001fdf4","0001fdf4","Function","Global","Default","2","0"
"PDRESRES_OBJ_100","0001fe08","Instruction Label","Global","Imported","2","0"
"FUN_0001fe34","0001fe34","Function","Global","Default","2","0"
"FUN_0001fe60","0001fe60","Function","Global","Default","3","0"
"PDRESRES_OBJ_178","0001fe80","Instruction Label","Global","Imported","1","0"
"FUN_0001fe8c","0001fe8c","Function","Global","Default","4","0"
"PDRESRES_OBJ_19C","0001fea4","Instruction Label","Global","Imported","1","0"
"FUN_0001fed0","0001fed0","Function","Global","Default","1","0"
"PDRESRES_OBJ_1D8","0001fee0","Instruction Label","Global","Imported","1","0"
"PDRESRES_OBJ_1E8","0001fef0","Function","Global","User Defined","2","0"
"_padInitSioMode","0001ff00","Function","Global","Imported","0","0"
"FUN_0001ff44","0001ff44","Function","Global","Default","1","0"
"PDRESRES_OBJ_244","0001ff4c","Instruction Label","Global","Imported","1","0"
"FUN_0001ff60","0001ff60","Function","Global","Default","3","0"
"PDRESRES_OBJ_268","0001ff70","Instruction Label","Global","Imported","1","0"
"PDRESRES_OBJ_294","0001ff9c","Instruction Label","Global","Imported","1","0"
"FUN_0001ffc4","0001ffc4","Function","Global","Default","3","0"
"PDRESRES_OBJ_300","00020008","Instruction Label","Global","Imported","1","0"
"FUN_00020010","00020010","Function","Global","Default","1","0"
"PDRESRES_OBJ_354","0002005c","Instruction Label","Global","Imported","2","0"
"FUN_00020088","00020088","Function","Global","Default","4","0"
"PDRESRES_OBJ_398","000200a0","Instruction Label","Global","Imported","1","0"
"FUN_000200e0","000200e0","Function","Global","Default","4","0"
"PDRESRES_OBJ_3F4","000200fc","Instruction Label","Global","Imported","1","0"
"PDRESRES_OBJ_404","0002010c","Function","Global","User Defined","0","0"
"PDRESRES_OBJ_470","00020178","Instruction Label","Global","Imported","1","0"
"FUN_00020180","00020180","Function","Global","Default","2","0"
"PDRESRES_OBJ_480","00020188","Instruction Label","Global","Imported","0","0"
"FUN_000201a8","000201a8","Function","Global","Default","1","0"
"PDRESRES_OBJ_4E4","000201ec","Instruction Label","Global","Imported","1","0"
"PDRESRES_OBJ_4F4","000201fc","Instruction Label","Global","Imported","1","0"
"PDRESRES_OBJ_518","00020220","Function","Global","User Defined","7","0"
"PDRESRES_OBJ_52C","00020234","Function","Global","Imported","0","0"
"PDRESRES_OBJ_5A8","000202b0","Instruction Label","Global","Imported","1","0"
"PDRESRES_OBJ_5D4","000202dc","Instruction Label","Global","Imported","2","0"
"PDRESRES_OBJ_5E0","000202e8","Instruction Label","Global","Imported","1","0"
"PDRESRES_OBJ_5F8","00020300","Instruction Label","Global","Imported","1","0"
"PDRESRES_OBJ_60C","00020314","Function","Global","User Defined","1","0"
"_padSioRW","00020324","Function","Global","Imported","0","0"
"PDRESRES_OBJ_688","00020390","Instruction Label","Global","Imported","1","0"
"PDRESRES_OBJ_69C","000203a4","Instruction Label","Global","Imported","2","0"
"PDRESRES_OBJ_6C4","000203cc","Instruction Label","Global","Imported","1","0"
"PDRESRES_OBJ_6F8","00020400","Instruction Label","Global","Imported","1","0"
"PDRESRES_OBJ_6FC","00020404","Instruction Label","Global","Imported","1","0"
"PDRESRES_OBJ_744","0002044c","Instruction Label","Global","Imported","1","0"
"PDRESRES_OBJ_758","00020460","Instruction Label","Global","Imported","1","0"
"PDRESRES_OBJ_784","0002048c","Function","Global","Imported","2","0"
"FUN_0002049c","0002049c","Function","Global","Default","1","0"
"FUN_000204ac","000204ac","Function","Global","Default","1","0"
"PDRESRES_OBJ_7B4","000204bc","Instruction Label","Global","Imported","1","0"
"FUN_000204c0","000204c0","Function","Global","Default","1","0"
"PDRESRES_OBJ_7F4","000204fc","Instruction Label","Global","Imported","1","0"
"FUN_0002050c","0002050c","Function","Global","Default","2","0"
"PDRESRES_OBJ_824","0002052c","Function","Global","Imported","3","0"
"_padSioRW2","00020548","Function","Global","Imported","0","0"
"FUN_0002058c","0002058c","Function","Global","Default","1","0"
"PDRESRES_OBJ_894","0002059c","Instruction Label","Global","Imported","2","0"
"PDRESRES_OBJ_8A0","000205a8","Instruction Label","Global","Imported","1","0"
"PDRESRES_OBJ_8EC","000205f4","Instruction Label","Global","Imported","1","0"
"PDRESRES_OBJ_8F8","00020600","Instruction Label","Global","Imported","1","0"
"PDRESRES_OBJ_8FC","00020604","Function","Global","User Defined","0","0"
"PDRESRES_OBJ_94C","00020654","Instruction Label","Global","Imported","1","0"
"PDRESRES_OBJ_984","0002068c","Instruction Label","Global","Imported","1","0"
"PDRESRES_OBJ_988","00020690","Function","Global","User Defined","1","0"
"PDRESRES_OBJ_9B0","000206b8","Instruction Label","Global","Imported","1","0"
"PDRESRES_OBJ_9C0","000206c8","Instruction Label","Global","Imported","1","0"
"PDRESRES_OBJ_9D4","000206dc","Instruction Label","Global","Imported","1","0"
"PDRESRES_OBJ_A00","00020708","Instruction Label","Global","Imported","1","0"
"PDRESRES_OBJ_A10","00020718","Instruction Label","Global","Imported","2","0"
"FUN_0002073c","0002073c","Function","Global","Default","1","0"
"PDRESRES_OBJ_A60","00020768","Instruction Label","Global","Imported","2","0"
"PDRESRES_OBJ_A90","00020798","Instruction Label","Global","Imported","1","0"
"PDRESRES_OBJ_AA0","000207a8","Function","Global","User Defined","1","0"
"FUN_000207ac","000207ac","Function","Global","Default","1","0"
"FUN_000207c0","000207c0","Function","Global","Default","2","0"
"_padClrIntSio0","000207c4","Function","Global","Imported","0","0"
"PDRESRES_OBJ_AF0","000207f8","Instruction Label","Global","Imported","1","0"
"FUN_0002080c","0002080c","Function","Global","Default","3","0"
"PDRESRES_OBJ_B20","00020828","Instruction Label","Global","Imported","1","0"
"PDRESRES_OBJ_B3C","00020844","Instruction Label","Global","Imported","1","0"
"_padWaitRXready","00020854","Function","Global","User Defined","0","0"
"PDRESRES_OBJ_B58","00020860","Instruction Label","Global","Imported","1","0"
"_padSetCmd","0002087c","Function","Global","User Defined","0","0"
"_padSendAtLoadInfo","0002088c","Function","Global","Imported","0","0"
"FUN_000208a0","000208a0","Function","Global","Default","1","0"
"PDRESRES_OBJ_BB4","000208bc","Instruction Label","Global","Imported","1","0"
"PDRESRES_OBJ_BC8","000208d0","Instruction Label","Global","Imported","1","0"
"PDRESRES_OBJ_BD8","000208e0","Instruction Label","Global","Imported","1","0"
"PDRESRES_OBJ_BEC","000208f4","Instruction Label","Global","Imported","1","0"
"PDRESRES_OBJ_BF8","00020900","Function","Global","User Defined","0","0"
"_padRecvAtLoadInfo","00020910","Function","Global","Imported","0","0"
"PDRESRES_OBJ_C40","00020948","Instruction Label","Global","Imported","1","0"
"PDRESRES_OBJ_C54","0002095c","Instruction Label","Global","Imported","1","0"
"PDRESRES_OBJ_CC4","000209cc","Instruction Label","Global","Imported","4","0"
"PDRESRES_OBJ_CC8","000209d0","Function","Global","Imported","2","0"
"FUN_000209e8","000209e8","Function","Global","Default","2","0"
"FUN_000209f4","000209f4","Function","Global","Default","1","0"
"FUN_00020a08","00020a08","Function","Global","Default","3","0"
"PDRESRES_OBJ_D14","00020a1c","Instruction Label","Global","Imported","1","0"
"FUN_00020a44","00020a44","Function","Global","Default","1","0"
"PDRESRES_OBJ_D60","00020a68","Function","Global","User Defined","2","0"
"PDRESRES_OBJ_D68","00020a70","Instruction Label","Global","Imported","1","0"
"PDRESRES_OBJ_D7C","00020a84","Instruction Label","Global","Imported","1","0"
"FUN_00020ac4","00020ac4","Function","Global","Default","1","0"
"PDRESRES_OBJ_E18","00020b20","Instruction Label","Global","Imported","1","0"
"PDRESRES_OBJ_E3C","00020b44","Instruction Label","Global","Imported","1","0"
"PDRESRES_OBJ_E64","00020b6c","Function","Global","User Defined","0","0"
"PDRESRES_OBJ_E68","00020b70","Function","Global","User Defined","5","0"
"_padGetActSize","00020b80","Function","Global","User Defined","0","0"
"FUN_00020ba8","00020ba8","Function","Global","Default","1","0"
"_padLoadActInfo","00020bb8","Function","Global","Imported","0","0"
"FUN_00020bec","00020bec","Function","Global","Default","2","0"
"PDRESRES_OBJ_EF8","00020c00","Instruction Label","Global","Imported","1","0"
"PDRESRES_OBJ_F00","00020c08","Instruction Label","Global","Imported","1","0"
"PDRESRES_OBJ_F70","00020c78","Function","Global","User Defined","1","0"
"FUN_00020c84","00020c84","Function","Global","Default","1","0"
"PDRESRES_OBJ_F84","00020c8c","Function","Global","Imported","0","0"
"thunk_FUN_00030524","00020cb4","Thunk Function","Global","Default","1","0"
"PDRESRES_OBJ_FB4","00020cbc","Instruction Label","Global","Imported","1","0"
"PDRESRES_OBJ_FC8","00020cd0","Instruction Label","Global","Imported","1","0"
"PDRESRES_OBJ_FDC","00020ce4","Function","Global","Imported","2","0"
"PDRESRES_OBJ_FF0","00020cf8","Instruction Label","Global","Imported","1","0"
"PDRESRES_OBJ_1014","00020d1c","Instruction Label","Global","Imported","1","0"
"PDRESRES_OBJ_101C","00020d24","Function","Global","User Defined","0","0"
"PDRESRES_OBJ_102C","00020d34","Function","Global","User Defined","0","0"
"PDRESRES_OBJ_1058","00020d60","Instruction Label","Global","Imported","1","0"
"PDRESRES_OBJ_106C","00020d74","Instruction Label","Global","Imported","1","0"
"FUN_00020d84","00020d84","Function","Global","Default","1","0"
"PDRESRES_OBJ_10E0","00020de8","Function","Global","User Defined","0","0"
"PDRESRES_OBJ_10E8","00020df0","Instruction Label","Global","Imported","1","0"
"PDRESRES_OBJ_1118","00020e20","Instruction Label","Global","Imported","1","0"
"FUN_00020e30","00020e30","Function","Global","Default","1","0"
"FUN_00020e54","00020e54","Function","Global","Default","1","0"
"FUN_00020e74","00020e74","Function","Global","Default","1","0"
"FUN_00020e98","00020e98","Function","Global","Default","2","0"
"PDRESRES_OBJ_11C0","00020ec8","Instruction Label","Global","Imported","5","0"
"PDRESRES_OBJ_11C4","00020ecc","Function","Global","User Defined","0","0"
"FUN_00020ef4","00020ef4","Function","Global","Default","1","0"
"FUN_00020f40","00020f40","Function","Global","Default","1","0"
"PDRESRES_OBJ_1270","00020f78","Instruction Label","Global","Imported","1","0"
"FUN_00020f90","00020f90","Function","Global","Default","1","0"
"PDRESRES_OBJ_1290","00020f98","Instruction Label","Global","Imported","1","0"
"PDRESRES_OBJ_12DC","00020fe4","Instruction Label","Global","Imported","1","0"
"PDRESRES_OBJ_12EC","00020ff4","Function","Global","User Defined","0","0"
"PDRESRES_OBJ_1304","0002100c","Instruction Label","Global","Imported","1","0"
"PDRESRES_OBJ_1310","00021018","Function","Global","User Defined","0","0"
"PDRESRES_OBJ_1330","00021038","Instruction Label","Global","Imported","1","0"
"PDRESRES_OBJ_1370","00021078","Instruction Label","Global","Imported","1","0"
"FUN_00021084","00021084","Function","Global","Default","1","0"
"FUN_0002109c","0002109c","Function","Global","Default","1","0"
"PDRESRES_OBJ_139C","000210a4","Instruction Label","Global","Imported","1","0"
"PDRESRES_OBJ_13AC","000210b4","Instruction Label","Global","Imported","1","0"
"PDRESRES_OBJ_13C8","000210d0","Instruction Label","Global","Imported","1","0"
"PDRESRES_OBJ_1400","00021108","Instruction Label","Global","Imported","1","0"
"PDRESRES_OBJ_140C","00021114","Instruction Label","Global","Imported","1","0"
"PDRESRES_OBJ_1418","00021120","Function","Global","User Defined","0","0"
"PDRESRES_OBJ_141C","00021124","Function","Global","User Defined","8","0"
"_padCmdParaMode","0002112c","Function","Global","User Defined","0","0"
"PDRESRES_OBJ_1444","0002114c","Function","Global","User Defined","0","0"
"PDRESRES_OBJ_1458","00021160","Function","Global","User Defined","0","0"
"PDRESRES_OBJ_1478","00021180","Function","Global","User Defined","0","0"
"PDRESRES_OBJ_1498","000211a0","Function","Global","User Defined","0","0"
"PDRESRES_OBJ_14B8","000211c0","Function","Global","User Defined","0","0"
"_padSetRC2wait","000211d4","Function","Global","User Defined","0","0"
"FUN_000211f0","000211f0","Function","Global","Default","1","0"
"_padChkRC2wait","000211f4","Function","Global","User Defined","0","0"
"PDRESRES_OBJ_1530","00021238","Instruction Label","Global","Imported","1","0"
"PDRESRES_OBJ_1534","0002123c","Function","Global","User Defined","1","0"
"PDRESRES_OBJ_156C","00021274","Instruction Label","Global","Imported","1","0"
"PDRESRES_OBJ_1580","00021288","Function","Global","User Defined","0","0"
"PDRESRES_OBJ_158C","00021294","Function","Global","Imported","0","0"
"PDRESRES_OBJ_15D4","000212dc","Function","Global","User Defined","0","0"
"FUN_00021300","00021300","Function","Global","Default","1","0"
"PDRESRES_OBJ_1634","0002133c","Instruction Label","Global","Imported","2","0"
"PDRESRES_OBJ_1678","00021380","Instruction Label","Global","Imported","1","0"
"PDRESRES_OBJ_1690","00021398","Instruction Label","Global","Imported","1","0"
"PDRESRES_OBJ_1694","0002139c","Function","Global","User Defined","0","0"
"PDRESRES_OBJ_16AC","000213b4","Function","Global","Imported","0","0"
"PDRESRES_OBJ_16F8","00021400","Instruction Label","Global","Imported","1","0"
"PDRESRES_OBJ_1710","00021418","Instruction Label","Global","Imported","1","0"
"FUN_00021430","00021430","Function","Global","Default","1","0"
"PDRESRES_OBJ_1748","00021450","Instruction Label","Global","Imported","2","0"
"PDRESRES_OBJ_1758","00021460","Function","Global","Imported","0","0"
"PDRESRES_OBJ_17A0","000214a8","Instruction Label","Global","Imported","2","0"
"PDRESRES_OBJ_17EC","000214f4","Instruction Label","Global","Imported","1","0"
"PDRESRES_OBJ_1818","00021520","Instruction Label","Global","Imported","5","0"
"FUN_0002152c","0002152c","Function","Global","Default","1","0"
"PDRESRES_OBJ_1864","0002156c","Instruction Label","Global","Imported","3","0"
"PDRESRES_OBJ_1874","0002157c","Function","Global","Imported","0","0"
"FUN_000215e4","000215e4","Function","Global","Default","4","0"
"PDRESRES_OBJ_18E8","000215f0","Instruction Label","Global","Imported","1","0"
"PDRESRES_OBJ_1914","0002161c","Instruction Label","Global","Imported","5","0"
"PDRESRES_OBJ_1930","00021638","Instruction Label","Global","Imported","1","0"
"FUN_00021640","00021640","Function","Global","Default","1","0"
"PDRESRES_OBJ_19A0","000216a8","Instruction Label","Global","Imported","1","0"
"PDRESRES_OBJ_19CC","000216d4","Instruction Label","Global","Imported","4","0"
"PDRESRES_OBJ_19D0","000216d8","Instruction Label","Global","Imported","1","0"
"PDRESRES_OBJ_1A3C","00021744","Instruction Label","Global","Imported","1","0"
"PDRESRES_OBJ_1A6C","00021774","Instruction Label","Global","Imported","1","0"
"PDRESRES_OBJ_1A88","00021790","Instruction Label","Global","Imported","1","0"
"PDRESRES_OBJ_1A9C","000217a4","Instruction Label","Global","Imported","2","0"
"FUN_000217cc","000217cc","Function","Global","Default","1","0"
"PDRESRES_OBJ_1AE4","000217ec","Function","Global","Imported","5","0"
"PDRESRES_OBJ_1B30","00021838","Instruction Label","Global","Imported","1","0"
"PDRESRES_OBJ_1B64","0002186c","Instruction Label","Global","Imported","1","0"
"PDRESRES_OBJ_1B78","00021880","Instruction Label","Global","Imported","1","0"
"PDRESRES_OBJ_1B94","0002189c","Function","Global","User Defined","0","0"
"PDRESRES_OBJ_1BD0","000218d8","Function","Global","User Defined","0","0"
"PDRESRES_OBJ_1BD8","000218e0","Function","Global","Imported","4","0"
"PDRESRES_OBJ_1C44","0002194c","Instruction Label","Global","Imported","1","0"
"FUN_00021968","00021968","Function","Global","Default","3","0"
"PDRESRES_OBJ_1C74","0002197c","Instruction Label","Global","Imported","1","0"
"PDRESRES_OBJ_1C90","00021998","Instruction Label","Global","Imported","1","0"
"FUN_000219b8","000219b8","Function","Global","Default","1","0"
"PDRESRES_OBJ_1CBC","000219c4","Instruction Label","Global","Imported","2","0"
"PDRESRES_OBJ_1CEC","000219f4","Instruction Label","Global","Imported","1","0"
"PDRESRES_OBJ_1D64","00021a6c","Instruction Label","Global","Imported","1","0"
"PDRESRES_OBJ_1D94","00021a9c","Instruction Label","Global","Imported","1","0"
"PDRESRES_OBJ_1DB0","00021ab8","Instruction Label","Global","Imported","1","0"
"PDRESRES_OBJ_1DB8","00021ac0","Instruction Label","Global","Imported","1","0"
"PDRESRES_OBJ_1DC0","00021ac8","Instruction Label","Global","Imported","2","0"
"PDRESRES_OBJ_1DE0","00021ae8","Instruction Label","Global","Imported","1","0"
"PDRESRES_OBJ_1DEC","00021af4","Instruction Label","Global","Imported","1","0"
"FUN_00021b28","00021b28","Function","Global","Default","1","0"
"PDRESRES_OBJ_1E40","00021b48","Function","Global","User Defined","4","0"
"FUN_00021b78","00021b78","Function","Global","Default","0","0"
"FUN_00021b9c","00021b9c","Function","Global","Default","0","0"
"FUN_00021c14","00021c14","Function","Global","Default","0","0"
"FUN_00021c74","00021c74","Function","Global","Default","0","0"
"FUN_00021cb0","00021cb0","Function","Global","Default","2","0"
"FUN_00021d50","00021d50","Function","Global","Default","0","0"
"FUN_00021d8c","00021d8c","Function","Global","Default","0","0"
"FUN_00021e08","00021e08","Function","Global","Default","1","0"
"FUN_00021e4c","00021e4c","Function","Global","Default","1","0"
"FUN_00021e68","00021e68","Function","Global","Default","0","0"
"FUN_00021e88","00021e88","Function","Global","Default","1","0"
"FUN_00021ea4","00021ea4","Function","Global","Default","0","0"
"FUN_00021edc","00021edc","Function","Global","Default","0","0"
"FUN_00021f10","00021f10","Function","Global","Default","1","0"
"FUN_00021f28","00021f28","Function","Global","Default","1","0"
"FUN_00021fc8","00021fc8","Function","Global","Default","0","0"
"FUN_00022020","00022020","Function","Global","Default","1","0"
"FUN_00022060","00022060","Function","Global","Default","0","0"
"FUN_0002206c","0002206c","Function","Global","Default","1","0"
"FUN_0002213c","0002213c","Function","Global","Default","0","0"
"FUN_00022148","00022148","Function","Global","Default","1","0"
"FUN_00022164","00022164","Function","Global","Default","1","0"
"FUN_00022178","00022178","Function","Global","Default","1","0"
"FUN_00022290","00022290","Function","Global","Default","0","0"
"FUN_000223ec","000223ec","Function","Global","Default","0","0"
"FUN_000223f8","000223f8","Function","Global","Default","1","0"
"FUN_00022470","00022470","Function","Global","Default","5","0"
"FUN_000224ac","000224ac","Function","Global","Default","3","0"
"FUN_000224d8","000224d8","Function","Global","Default","1","0"
"FUN_00022534","00022534","Function","Global","Default","0","0"
"FUN_00022550","00022550","Function","Global","Default","1","0"
"FUN_00022570","00022570","Function","Global","Default","0","0"
"FUN_0002257c","0002257c","Function","Global","Default","1","0"
"FUN_000226ac","000226ac","Function","Global","Default","2","0"
"FUN_000226bc","000226bc","Function","Global","Default","1","0"
"FUN_00022824","00022824","Function","Global","Default","0","0"
"FUN_00022898","00022898","Function","Global","Default","1","0"
"FUN_000228b0","000228b0","Function","Global","Default","1","0"
"FUN_000228bc","000228bc","Function","Global","Default","0","0"
"FUN_000228e4","000228e4","Function","Global","Default","0","0"
"FUN_00022904","00022904","Function","Global","Default","0","0"
"FUN_0002293c","0002293c","Function","Global","Default","0","0"
"FUN_0002295c","0002295c","Function","Global","Default","0","0"
"FUN_000229a8","000229a8","Function","Global","Default","0","0"
"FUN_000229f4","000229f4","Function","Global","Default","0","0"
"FUN_00022aa4","00022aa4","Function","Global","Default","0","0"
"FUN_00022ac4","00022ac4","Function","Global","Default","1","0"
"FUN_00022aec","00022aec","Function","Global","Default","0","0"
"FUN_00022b0c","00022b0c","Function","Global","Default","0","0"
"FUN_00022b50","00022b50","Function","Global","Default","0","0"
